Gene name,Gene type,Chromosome/scaffold name,Strand,Transcript count
E2F2,protein_coding,1,-1,2
AL021154.1,lncRNA,1,-1,1
ID3,protein_coding,1,-1,3
AL450043.1,lncRNA,1,-1,1
MDS2,lncRNA,1,1,2
AL451000.1,unprocessed_pseudogene,1,1,1
RPL11,protein_coding,1,1,6
ELOA-AS1,lncRNA,1,-1,5
ELOA,protein_coding,1,1,4
PITHD1,protein_coding,1,1,3
LYPLA2,protein_coding,1,1,10
GALE,protein_coding,1,-1,16
HMGCL,protein_coding,1,-1,9
FUCA1,protein_coding,1,-1,1
CNR2,protein_coding,1,-1,1
BTBD6P1,processed_pseudogene,1,-1,1
AL590609.2,lncRNA,1,1,1
MIR378F,miRNA,1,1,1
H3P1,processed_pseudogene,1,-1,1
PNRC2,protein_coding,1,1,5
SRSF10,protein_coding,1,-1,16
AL590609.1,processed_pseudogene,1,-1,1
AL591178.1,lncRNA,1,1,1
MYOM3,protein_coding,1,-1,4
MYOM3-AS1,lncRNA,1,1,1
IL22RA1,protein_coding,1,-1,1
IFNLR1,protein_coding,1,-1,5
LINC02800,lncRNA,1,1,1
GRHL3-AS1,lncRNA,1,-1,1
GRHL3,protein_coding,1,1,9
STPG1,protein_coding,1,-1,12
NIPAL3,protein_coding,1,1,7
RCAN3AS,lncRNA,1,-1,5
RCAN3,protein_coding,1,1,11
NCMAP-DT,lncRNA,1,-1,1
NCMAP,protein_coding,1,1,2
AL445686.1,processed_pseudogene,1,1,1
Y_RNA,misc_RNA,1,-1,1
SRRM1,protein_coding,1,1,23
AL445648.1,lncRNA,1,1,1
CLIC4,protein_coding,1,1,4
RNU6-1208P,snRNA,1,-1,1
RUNX3,protein_coding,1,-1,5
MIR6731,miRNA,1,-1,1
RUNX3-AS1,lncRNA,1,1,1
AL445471.1,lncRNA,1,-1,1
MIR4425,miRNA,1,1,1
LINC02793,lncRNA,1,1,2
AL050344.1,lncRNA,1,-1,2
IFITM3P7,processed_pseudogene,1,-1,1
AL031432.1,lncRNA,1,1,1
SYF2,protein_coding,1,-1,4
AL031432.4,lncRNA,1,1,1
AL031432.5,lncRNA,1,1,1
RSRP1,protein_coding,1,-1,22
AL031432.3,lncRNA,1,1,1
AL031432.2,unprocessed_pseudogene,1,-1,1
RHD,protein_coding,1,1,11
SDHDP6,processed_pseudogene,1,-1,1
AL928711.1,unprocessed_pseudogene,1,-1,1
TMEM50A,protein_coding,1,1,6
RHCE,protein_coding,1,-1,10
AL031284.1,processed_pseudogene,1,1,1
MACO1,protein_coding,1,1,4
LDLRAP1,protein_coding,1,1,7
AL606491.1,lncRNA,1,1,1
MAN1C1,protein_coding,1,1,8
AL031280.1,lncRNA,1,-1,1
SELENON,protein_coding,1,1,5
AL020996.2,protein_coding,1,1,2
AL020996.1,lncRNA,1,-1,3
MTFR1L,protein_coding,1,1,23
AL020996.3,lncRNA,1,-1,1
AUNIP,protein_coding,1,-1,3
AL033528.3,lncRNA,1,1,1
PAQR7,protein_coding,1,-1,2
AL033528.1,misc_RNA,1,1,1
STMN1,protein_coding,1,-1,9
SNRPFP2,processed_pseudogene,1,1,1
AL033528.2,processed_pseudogene,1,1,1
MIR3917,miRNA,1,-1,1
PAFAH2,protein_coding,1,-1,7
RNU6-110P,snRNA,1,1,1
AL592064.1,scaRNA,1,1,1
AL592064.2,scaRNA,1,1,1
EXTL1,protein_coding,1,1,4
SLC30A2,protein_coding,1,-1,3
AL391650.2,lncRNA,1,1,1
TRIM63,protein_coding,1,-1,2
PDIK1L,protein_coding,1,1,4
FAM110D,protein_coding,1,1,1
C1orf232,protein_coding,1,-1,2
AL391650.1,protein_coding,1,-1,6
ZNF593,protein_coding,1,1,2
CNKSR1,protein_coding,1,1,14
CATSPER4,protein_coding,1,1,3
ZPLD2P,transcribed_unprocessed_pseudogene,1,1,4
AL355877.2,unprocessed_pseudogene,1,-1,1
CEP85,protein_coding,1,1,8
AL355877.1,processed_pseudogene,1,-1,1
SH3BGRL3,protein_coding,1,1,2
UBXN11,protein_coding,1,-1,16
CD52,protein_coding,1,1,3
CRYBG2,protein_coding,1,-1,11
AL451139.1,processed_pseudogene,1,1,1
ZNF683,protein_coding,1,-1,9
LIN28A,protein_coding,1,1,2
DHDDS,protein_coding,1,1,25
AL513365.1,processed_pseudogene,1,-1,1
DHDDS-AS1,lncRNA,1,-1,2
HMGN2,protein_coding,1,1,10
DPPA2P2,processed_pseudogene,1,-1,1
RPS6KA1,protein_coding,1,1,20
MIR1976,miRNA,1,1,1
RN7SL679P,misc_RNA,1,-1,1
Y_RNA,misc_RNA,1,-1,1
RNU7-29P,snRNA,1,-1,1
AL627313.1,processed_pseudogene,1,-1,1
AL627082.2,snoRNA,1,-1,1
AL627082.1,processed_pseudogene,1,1,1
AL512408.1,lncRNA,1,-1,1
ARID1A,protein_coding,1,1,17
PIGV,protein_coding,1,1,10
RN7SL165P,misc_RNA,1,1,1
AL034380.2,unprocessed_pseudogene,1,1,1
ZDHHC18,protein_coding,1,1,5
SFN,protein_coding,1,1,1
GPN2,protein_coding,1,-1,5
AL034380.1,lncRNA,1,1,1
GPATCH3,protein_coding,1,-1,3
NUDC,protein_coding,1,1,4
NR0B2,protein_coding,1,-1,1
KDF1,protein_coding,1,-1,2
RPL12P13,unprocessed_pseudogene,1,1,1
AL356390.1,processed_pseudogene,1,1,1
OSTCP2,processed_pseudogene,1,-1,1
TRNP1,protein_coding,1,1,2
TENT5B,protein_coding,1,-1,1
SLC9A1,protein_coding,1,-1,6
AL590640.2,processed_pseudogene,1,1,1
CHCHD3P3,processed_pseudogene,1,-1,1
NPM1P39,processed_pseudogene,1,1,1
SNRPEP7,processed_pseudogene,1,1,1
AL590640.1,lncRNA,1,-1,1
WDTC1,protein_coding,1,1,5
Y_RNA,misc_RNA,1,-1,1
FO393419.3,processed_pseudogene,1,1,1
TMEM222,protein_coding,1,1,11
RNU6-48P,snRNA,1,1,1
ACTG1P20,processed_pseudogene,1,1,1
SYTL1,protein_coding,1,1,11
MAP3K6,protein_coding,1,-1,9
FCN3,protein_coding,1,-1,4
CD164L2,protein_coding,1,-1,3
FO393419.1,processed_pseudogene,1,1,1
GPR3,protein_coding,1,1,1
WASF2,protein_coding,1,-1,2
FO393419.2,lncRNA,1,1,1
BX293535.1,lncRNA,1,1,1
AHDC1,protein_coding,1,-1,17
FGR,protein_coding,1,-1,7
AL031729.1,processed_pseudogene,1,1,1
LINC02574,lncRNA,1,-1,1
IFI6,protein_coding,1,-1,3
AL445490.1,lncRNA,1,1,6
RNU6-949P,snRNA,1,-1,1
CHMP1AP1,processed_pseudogene,1,-1,1
RNU6-424P,snRNA,1,1,1
AL020997.5,lncRNA,1,-1,1
FAM76A,protein_coding,1,1,7
AL020997.1,processed_pseudogene,1,1,1
RPEP3,processed_pseudogene,1,1,1
STX12,protein_coding,1,1,5
AL020997.2,lncRNA,1,1,1
AL020997.3,lncRNA,1,1,1
RNU6-1245P,snRNA,1,1,1
AL020997.4,lncRNA,1,-1,1
PPP1R8,protein_coding,1,1,5
SCARNA1,scaRNA,1,1,1
THEMIS2,protein_coding,1,1,11
RPA2,protein_coding,1,-1,5
SMPDL3B,protein_coding,1,1,6
AL512288.1,lncRNA,1,-1,1
XKR8,protein_coding,1,1,9
EYA3,protein_coding,1,-1,8
AL512288.2,processed_pseudogene,1,-1,1
RN7SL559P,misc_RNA,1,-1,1
SPCS2P4,processed_pseudogene,1,-1,1
AL137792.2,processed_pseudogene,1,1,1
AL137792.1,processed_pseudogene,1,-1,1
RNU6-176P,snRNA,1,-1,1
PTAFR,protein_coding,1,-1,3
DNAJC8,protein_coding,1,-1,6
ATP5IF1,protein_coding,1,1,4
AL353622.1,lncRNA,1,-1,1
AL353622.2,lncRNA,1,1,1
SESN2,protein_coding,1,1,1
MED18,protein_coding,1,1,5
PHACTR4,protein_coding,1,1,9
Y_RNA,misc_RNA,1,-1,1
CR391992.1,processed_pseudogene,1,1,1
RNU6ATAC27P,snRNA,1,1,1
RCC1,protein_coding,1,1,13
SNHG3,lncRNA,1,1,3
SNORA73A,snoRNA,1,1,1
SNORA73B,snoRNA,1,1,1
PRDX3P2,processed_pseudogene,1,-1,1
AL513497.1,TEC,1,1,1
TRNAU1AP,protein_coding,1,1,10
SNHG12,lncRNA,1,-1,17
SNORD99,snoRNA,1,-1,1
SNORA61,snoRNA,1,-1,1
SNORA44,snoRNA,1,-1,1
SNORA16A,snoRNA,1,-1,1
SNORA16A,snoRNA,1,-1,1
TAF12,protein_coding,1,-1,4
RAB42,protein_coding,1,1,2
LINC01715,lncRNA,1,1,2
AL360012.1,lncRNA,1,1,1
RNU11,snRNA,1,1,1
GMEB1,protein_coding,1,1,4
AL645729.1,scaRNA,1,1,1
YTHDF2,protein_coding,1,1,9
OPRD1,protein_coding,1,1,2
AL009181.1,lncRNA,1,-1,1
Y_RNA,misc_RNA,1,-1,1
EPB41,protein_coding,1,1,41
AL138785.1,processed_pseudogene,1,-1,1
Y_RNA,misc_RNA,1,1,1
Metazoa_SRP,misc_RNA,1,1,1
TMEM200B,protein_coding,1,-1,2
AL357500.1,lncRNA,1,-1,1
SRSF4,protein_coding,1,-1,8
AL357500.2,misc_RNA,1,-1,1
MECR,protein_coding,1,-1,18
AL590729.1,lncRNA,1,1,1
PTPRU,protein_coding,1,1,11
LINC01756,lncRNA,1,-1,1
AL671862.1,unprocessed_pseudogene,1,-1,1
AC092265.1,lncRNA,1,-1,1
AL645944.2,lncRNA,1,1,1
AL645944.1,processed_pseudogene,1,-1,1
LINC01648,lncRNA,1,-1,1
AL137076.1,lncRNA,1,1,1
AL021921.1,processed_pseudogene,1,1,1
AL161638.2,lncRNA,1,-1,1
AL161638.1,lncRNA,1,1,1
MATN1,protein_coding,1,-1,3
MATN1-AS1,lncRNA,1,1,5
AL137857.1,lncRNA,1,1,1
LAPTM5,protein_coding,1,-1,3
MIR4420,miRNA,1,-1,1
AL137027.1,lncRNA,1,-1,1
LINC01778,lncRNA,1,1,14
RN7SKP91,misc_RNA,1,1,1
AL445235.1,lncRNA,1,1,1
SDC3,protein_coding,1,-1,4
RN7SL371P,misc_RNA,1,-1,1
PUM1,protein_coding,1,-1,23
AL356320.2,processed_pseudogene,1,1,1
AL356320.1,processed_pseudogene,1,1,1
SELENOWP1,processed_pseudogene,1,-1,1
AC114495.1,processed_pseudogene,1,-1,1
NKAIN1,protein_coding,1,-1,5
SNRNP40,protein_coding,1,-1,7
AC114495.2,processed_pseudogene,1,-1,1
ZCCHC17,protein_coding,1,1,9
AL451070.1,lncRNA,1,-1,1
FABP3,protein_coding,1,-1,4
SERINC2,protein_coding,1,1,6
AC209007.1,processed_pseudogene,1,-1,1
RNU6-40P,snRNA,1,-1,1
LDC1P,transcribed_unitary_pseudogene,1,1,5
Y_RNA,misc_RNA,1,-1,1
LINC01226,lncRNA,1,1,9
AC114488.1,lncRNA,1,-1,2
TINAGL1,protein_coding,1,1,11
HCRTR1,protein_coding,1,1,5
PEF1,protein_coding,1,-1,8
PEF1-AS1,lncRNA,1,1,24
AC114488.2,lncRNA,1,1,1
COL16A1,protein_coding,1,-1,17
ADGRB2,protein_coding,1,-1,15
MIR4254,miRNA,1,-1,1
AL354919.2,lncRNA,1,1,1
SPOCD1,protein_coding,1,-1,14
AL354919.1,lncRNA,1,-1,1
AL136115.2,lncRNA,1,-1,1
PTP4A2,protein_coding,1,-1,20
AL136115.1,lncRNA,1,1,1
AL136115.3,lncRNA,1,-1,1
KHDRBS1,protein_coding,1,1,4
AL445248.1,lncRNA,1,-1,1
TMEM39B,protein_coding,1,1,9
MIR5585,miRNA,1,1,1
Metazoa_SRP,misc_RNA,1,-1,1
KPNA6,protein_coding,1,1,4
AL049795.2,lncRNA,1,1,1
TXLNA,protein_coding,1,1,2
CCDC28B,protein_coding,1,1,5
AL049795.1,lncRNA,1,-1,2
IQCC,protein_coding,1,1,3
DCDC2B,protein_coding,1,1,2
TMEM234,protein_coding,1,-1,12
EIF3I,protein_coding,1,1,6
MTMR9LP,transcribed_unprocessed_pseudogene,1,-1,4
FAM167B,protein_coding,1,1,1
LCK,protein_coding,1,1,14
Metazoa_SRP,misc_RNA,1,-1,1
Y_RNA,misc_RNA,1,-1,1
HDAC1,protein_coding,1,1,10
MARCKSL1,protein_coding,1,-1,1
AL109945.1,lncRNA,1,-1,1
TSSK3,protein_coding,1,1,4
FAM229A,protein_coding,1,-1,4
BSDC1,protein_coding,1,-1,16
GAPDHP20,processed_pseudogene,1,-1,1
AL356986.1,processed_pseudogene,1,1,1
LRRC37A12P,unprocessed_pseudogene,1,-1,1
RN7SL122P,misc_RNA,1,1,1
AL033529.1,protein_coding,1,1,1
ZBTB8B,protein_coding,1,1,1
ZBTB8A,protein_coding,1,1,2
ZBTB8OS,protein_coding,1,-1,15
AC114489.1,misc_RNA,1,1,1
RBBP4,protein_coding,1,1,19
SYNC,protein_coding,1,-1,4
AC114489.2,lncRNA,1,-1,1
KIAA1522,protein_coding,1,1,5
YARS1,protein_coding,1,-1,14
S100PBP,protein_coding,1,1,16
FNDC5,protein_coding,1,-1,7
HPCA,protein_coding,1,1,5
TMEM54,protein_coding,1,-1,6
AL031602.2,lncRNA,1,1,1
RNF19B,protein_coding,1,-1,3
AL031602.1,TEC,1,1,2
AL355864.1,processed_pseudogene,1,1,1
AL355864.2,unprocessed_pseudogene,1,1,1
AL020995.1,lncRNA,1,1,1
AK2,protein_coding,1,-1,18
Metazoa_SRP,misc_RNA,1,-1,1
AZIN2,protein_coding,1,1,21
AL662907.1,TEC,1,-1,1
TRIM62,protein_coding,1,-1,4
AL662907.2,TEC,1,1,1
AL662907.3,lncRNA,1,1,2
ZNF362,protein_coding,1,1,5
AL513327.2,lncRNA,1,1,1
A3GALT2,protein_coding,1,-1,1
AL513327.1,lncRNA,1,1,11
PHC2,protein_coding,1,-1,12
MIR3605,miRNA,1,-1,1
RN7SKP16,misc_RNA,1,-1,1
PHC2-AS1,lncRNA,1,1,1
TLR12P,unitary_pseudogene,1,1,1
ZSCAN20,protein_coding,1,1,3
AC115285.1,processed_pseudogene,1,-1,1
CSMD2,protein_coding,1,-1,10
HSPD1P14,processed_pseudogene,1,1,1
HMGB4,protein_coding,1,1,4
CSMD2-AS1,lncRNA,1,1,21
RNA5SP42,rRNA_pseudogene,1,1,1
C1orf94,protein_coding,1,1,2
AC115286.1,processed_pseudogene,1,-1,1
AC099565.1,lncRNA,1,-1,1
MIR552,miRNA,1,-1,1
SMIM12,protein_coding,1,-1,6
GJB5,protein_coding,1,1,1
GJB4,protein_coding,1,1,1
AL121988.1,lncRNA,1,-1,1
GJB3,protein_coding,1,1,2
GJA4,protein_coding,1,1,2
AL122010.1,lncRNA,1,1,1
DLGAP3,protein_coding,1,-1,3
AC114490.3,protein_coding,1,-1,1
AC114490.1,transcribed_unitary_pseudogene,1,-1,2
AC114490.2,protein_coding,1,-1,1
TMEM35B,protein_coding,1,-1,1
ZMYM6,protein_coding,1,-1,9
ZMYM1,protein_coding,1,1,11
RPL12P45,processed_pseudogene,1,1,1
EFCAB14P1,processed_pseudogene,1,1,1
AL590434.1,lncRNA,1,-1,1
SFPQ,protein_coding,1,-1,10
Y_RNA,misc_RNA,1,1,1
ZMYM4,protein_coding,1,1,6
RN7SL503P,misc_RNA,1,-1,1
SNORA62,snoRNA,1,1,1
RPL5P4,processed_pseudogene,1,1,1
ZMYM4-AS1,lncRNA,1,-1,1
Metazoa_SRP,misc_RNA,1,1,1
KIAA0319L,protein_coding,1,-1,20
AC004865.1,processed_pseudogene,1,1,1
NCDN,protein_coding,1,1,6
AC004865.2,lncRNA,1,-1,2
TFAP2E,protein_coding,1,1,2
PSMB2,protein_coding,1,-1,3
C1orf216,protein_coding,1,-1,3
CLSPN,protein_coding,1,-1,6
AL354864.1,lncRNA,1,1,1
AGO4,protein_coding,1,1,3
AGO1,protein_coding,1,1,5
CFAP97P1,processed_pseudogene,1,-1,1
AL139286.2,lncRNA,1,-1,1
AL139286.1,lncRNA,1,-1,1
AGO3,protein_coding,1,1,7
AL138787.2,lncRNA,1,-1,2
AL138787.1,transcribed_processed_pseudogene,1,-1,2
TEKT2,protein_coding,1,1,3
ADPRS,protein_coding,1,1,1
COL8A2,protein_coding,1,-1,3
TRAPPC3,protein_coding,1,-1,10
MAP7D1,protein_coding,1,1,13
RN7SL131P,misc_RNA,1,1,1
THRAP3,protein_coding,1,1,4
UBE2V2P4,processed_pseudogene,1,-1,1
SH3D21,protein_coding,1,1,9
EVA1B,protein_coding,1,-1,2
AL591845.1,lncRNA,1,1,1
STK40,protein_coding,1,-1,8
LSM10,protein_coding,1,-1,3
RNU4-27P,snRNA,1,-1,1
OSCP1,protein_coding,1,-1,12
SNORA63C,snoRNA,1,-1,1
MRPS15,protein_coding,1,-1,4
CSF3R,protein_coding,1,-1,15
FTLP18,processed_pseudogene,1,1,1
AL596257.1,lncRNA,1,1,1
AC117945.2,lncRNA,1,-1,1
AC117945.1,lncRNA,1,1,2
GRIK3,protein_coding,1,-1,4
AL031430.1,lncRNA,1,1,1
AL353604.1,lncRNA,1,-1,3
MIR4255,miRNA,1,1,1
RNU6-636P,snRNA,1,1,1
RNA5SP43,rRNA_pseudogene,1,-1,1
RPS29P6,processed_pseudogene,1,1,1
LINC01137,lncRNA,1,-1,2
ZC3H12A,protein_coding,1,1,4
MIR6732,miRNA,1,1,1
MEAF6,protein_coding,1,-1,9
MIR5581,miRNA,1,-1,1
SNIP1,protein_coding,1,-1,4
FTH1P1,processed_pseudogene,1,1,1
AL034379.1,processed_pseudogene,1,1,1
DNALI1,protein_coding,1,1,6
GNL2,protein_coding,1,-1,9
AL513220.1,lncRNA,1,1,1
RSPO1,protein_coding,1,-1,4
C1orf109,protein_coding,1,-1,14
CDCA8,protein_coding,1,1,2
EPHA10,protein_coding,1,-1,11
Y_RNA,misc_RNA,1,-1,1
ACTN4P2,processed_pseudogene,1,1,1
AL929472.1,processed_pseudogene,1,-1,1
MANEAL,protein_coding,1,1,5
AL929472.3,lncRNA,1,-1,1
YRDC,protein_coding,1,-1,1
C1orf122,protein_coding,1,1,4
MTF1,protein_coding,1,-1,2
AL929472.4,processed_pseudogene,1,1,1
INPP5B,protein_coding,1,-1,11
AL929472.2,lncRNA,1,1,1
SNORA63,snoRNA,1,1,1
RNU6-584P,snRNA,1,1,1
Metazoa_SRP,misc_RNA,1,1,1
SF3A3,protein_coding,1,-1,8
RNU6-510P,snRNA,1,1,1
FHL3,protein_coding,1,-1,5
UTP11,protein_coding,1,1,4
POU3F1,protein_coding,1,-1,1
MIR3659HG,lncRNA,1,1,2
AL139158.1,processed_pseudogene,1,-1,1
MIR3659,miRNA,1,1,1
LINC02786,lncRNA,1,-1,1
AL390839.1,lncRNA,1,1,1
AL390839.2,lncRNA,1,1,1
LINC01343,lncRNA,1,-1,2
AL513479.1,processed_pseudogene,1,-1,1
RNU6-753P,snRNA,1,1,1
LINC01685,lncRNA,1,1,16
HSPA5P1,processed_pseudogene,1,1,1
AL354702.1,lncRNA,1,-1,3
RRAGC,protein_coding,1,-1,4
AL139260.2,lncRNA,1,-1,1
AL139260.1,lncRNA,1,1,5
MYCBP,protein_coding,1,-1,4
AL139260.3,protein_coding,1,-1,4
GJA9,protein_coding,1,-1,2
RHBDL2,protein_coding,1,-1,3
RNU6-605P,snRNA,1,1,1
Y_RNA,misc_RNA,1,-1,1
EIF1P2,processed_pseudogene,1,-1,1
AKIRIN1,protein_coding,1,1,4
NDUFS5,protein_coding,1,1,2
MACF1,protein_coding,1,1,39
RNU6-608P,snRNA,1,-1,1
RNA5SP44,rRNA_pseudogene,1,-1,1
AL442071.2,lncRNA,1,-1,1
AL442071.1,lncRNA,1,-1,1
HSPE1P8,processed_pseudogene,1,-1,1
BMP8A,protein_coding,1,1,1
OXCT2P1,unprocessed_pseudogene,1,1,1
PPIEL,transcribed_unprocessed_pseudogene,1,-1,15
PABPC4,protein_coding,1,-1,25
PABPC4-AS1,lncRNA,1,1,2
SNORA55,snoRNA,1,-1,1
HEYL,protein_coding,1,-1,1
AL035404.2,lncRNA,1,1,1
NT5C1A,protein_coding,1,-1,1
HPCAL4,protein_coding,1,-1,3
PPIE,protein_coding,1,1,15
AL035404.1,processed_pseudogene,1,1,1
RNU7-121P,snRNA,1,-1,1
BMP8B,protein_coding,1,-1,1
OXCT2,protein_coding,1,-1,1
BMP8B-AS1,lncRNA,1,1,1
AL033527.2,lncRNA,1,1,1
AL033527.1,unprocessed_pseudogene,1,-1,1
AL033527.3,lncRNA,1,1,2
LINC02811,lncRNA,1,-1,1
TRIT1,protein_coding,1,-1,16
Y_RNA,misc_RNA,1,-1,1
MYCL,protein_coding,1,-1,4
MYCL-AS1,lncRNA,1,1,1
Y_RNA,misc_RNA,1,-1,1
MFSD2A,protein_coding,1,1,10
AL663070.1,processed_pseudogene,1,1,1
CAP1,protein_coding,1,1,19
PPT1,protein_coding,1,-1,19
OAZ1P1,processed_pseudogene,1,1,1
RLF,protein_coding,1,1,1
RNU6-1237P,snRNA,1,1,1
TMCO2,protein_coding,1,1,2
AL050341.2,lncRNA,1,-1,1
ZMPSTE24,protein_coding,1,1,7
AL050341.1,processed_pseudogene,1,-1,1
COL9A2,protein_coding,1,-1,12
AL031985.2,processed_pseudogene,1,-1,1
SMAP2,protein_coding,1,1,6
AL031985.1,processed_pseudogene,1,1,1
AL031985.4,lncRNA,1,-1,1
ZFP69B,protein_coding,1,1,4
AL031985.3,lncRNA,1,1,1
AL603839.4,TEC,1,1,1
ZFP69,protein_coding,1,1,3
AL603839.3,lncRNA,1,-1,1
EXO5,protein_coding,1,1,10
AL603839.1,lncRNA,1,-1,1
AL603839.2,lncRNA,1,-1,1
ZNF684,protein_coding,1,1,7
AL356379.2,lncRNA,1,-1,1
AL356379.1,unprocessed_pseudogene,1,1,1
GTF2F2P2,processed_pseudogene,1,-1,1
RIMS3,protein_coding,1,-1,2
AL031289.2,lncRNA,1,1,1
AL031289.1,lncRNA,1,-1,1
NFYC-AS1,lncRNA,1,-1,1
NFYC,protein_coding,1,1,24
MIR30E,miRNA,1,1,1
MIR30C1,miRNA,1,1,1
KCNQ4,protein_coding,1,1,4
RN7SL326P,misc_RNA,1,1,1
CITED4,protein_coding,1,-1,1
AC119677.1,lncRNA,1,1,1
AL391730.1,unprocessed_pseudogene,1,-1,1
AL391730.2,lncRNA,1,1,1
UBE2V1P8,processed_pseudogene,1,-1,1
CTPS1,protein_coding,1,1,18
SLFNL1-AS1,lncRNA,1,1,1
SLFNL1,protein_coding,1,-1,5
SCMH1,protein_coding,1,-1,17
RPL23AP17,processed_pseudogene,1,1,1
AC093151.7,lncRNA,1,1,1
AC093151.2,lncRNA,1,1,4
AC093151.1,processed_pseudogene,1,-1,1
AC093151.5,transcribed_unprocessed_pseudogene,1,-1,4
FOXO6,protein_coding,1,1,2
FOXO6-AS1,lncRNA,1,-1,1
RNA5SP45,rRNA_pseudogene,1,-1,1
EDN2,protein_coding,1,-1,5
HIVEP3,protein_coding,1,-1,7
AL445933.2,lncRNA,1,1,1
AL445933.1,processed_pseudogene,1,1,1
AC119676.1,protein_coding,1,-1,1
AL158216.1,lncRNA,1,1,1
HNRNPFP1,processed_pseudogene,1,1,1
AC114492.1,processed_pseudogene,1,1,1
GUCA2B,protein_coding,1,1,1
GUCA2A,protein_coding,1,-1,1
FOXJ3,protein_coding,1,-1,9
AC096540.1,lncRNA,1,-1,1
RIMKLA,protein_coding,1,1,2
AL513331.1,processed_pseudogene,1,-1,1
ZMYND12,protein_coding,1,-1,4
PPCS,protein_coding,1,1,8
CCDC30,protein_coding,1,1,57
RPS3AP11,processed_pseudogene,1,1,1
TMSB4XP1,processed_pseudogene,1,-1,1
RNU6-536P,snRNA,1,1,1
AL445669.1,processed_pseudogene,1,1,1
PPIH,protein_coding,1,1,6
AC098484.4,lncRNA,1,-1,2
AC098484.2,lncRNA,1,1,1
YBX1,protein_coding,1,1,4
CLDN19,protein_coding,1,-1,3
P3H1,protein_coding,1,-1,14
C1orf50,protein_coding,1,1,3
AC098484.3,protein_coding,1,1,3
AC098484.1,lncRNA,1,-1,1
TMEM269,protein_coding,1,1,4
SVBP,protein_coding,1,-1,3
ERMAP,protein_coding,1,1,9
AL512353.1,lncRNA,1,-1,5
ZNF691,protein_coding,1,1,9
AL512353.2,processed_pseudogene,1,-1,1
AL512353.3,processed_pseudogene,1,-1,1
ATP6V1E1P1,processed_pseudogene,1,1,1
SLC2A1,protein_coding,1,-1,15
ATP6V0CP4,processed_pseudogene,1,-1,1
SLC2A1-AS1,lncRNA,1,1,4
AC099795.1,lncRNA,1,-1,3
RNU6-880P,snRNA,1,1,1
AL161637.2,snRNA,1,-1,1
AL161637.1,processed_pseudogene,1,1,1
FAM183A,protein_coding,1,1,6
EBNA1BP2,protein_coding,1,-1,9
MIR6733,miRNA,1,-1,1
CFAP57,protein_coding,1,1,8
RNA5SP46,rRNA_pseudogene,1,1,1
TMEM125,protein_coding,1,1,4
C1orf210,protein_coding,1,-1,2
TIE1,protein_coding,1,1,10
MPL,protein_coding,1,1,4
AL139289.2,lncRNA,1,-1,1
AL139289.1,lncRNA,1,-1,1
CDC20,protein_coding,1,1,4
ELOVL1,protein_coding,1,-1,16
MIR6734,miRNA,1,-1,1
MED8,protein_coding,1,-1,5
MED8-AS1,lncRNA,1,1,1
SZT2,protein_coding,1,1,19
SZT2-AS1,lncRNA,1,-1,1
MIR6735,miRNA,1,1,1
HYI,protein_coding,1,-1,13
HYI-AS1,lncRNA,1,1,1
PTPRF,protein_coding,1,1,16
AL451062.3,protein_coding,1,1,1
KDM4A,protein_coding,1,1,5
KDM4A-AS1,lncRNA,1,-1,7
ST3GAL3,protein_coding,1,1,85
AL451062.1,lncRNA,1,-1,1
U6,snRNA,1,1,1
AL451062.2,processed_pseudogene,1,1,1
MIR6079,miRNA,1,1,1
SHMT1P1,processed_pseudogene,1,-1,1
ARTN,protein_coding,1,1,11
AL357079.1,lncRNA,1,-1,1
AL357079.3,lncRNA,1,-1,3
IPO13,protein_coding,1,1,7
AL357079.2,lncRNA,1,-1,1
DPH2,protein_coding,1,1,17
ATP6V0B,protein_coding,1,1,13
B4GALT2,protein_coding,1,1,8
CCDC24,protein_coding,1,1,11
SLC6A9,protein_coding,1,-1,12
AL139220.2,lncRNA,1,1,25
AL139220.1,processed_pseudogene,1,-1,1
KRT8P47,processed_pseudogene,1,-1,1
RN7SL479P,misc_RNA,1,-1,1
KLF17,protein_coding,1,1,2
AL356653.1,processed_pseudogene,1,-1,1
KLF18,protein_coding,1,-1,1
AL359839.1,processed_pseudogene,1,-1,1
Y_RNA,misc_RNA,1,-1,1
OOSP1P1,processed_pseudogene,1,-1,1
AL035417.1,processed_pseudogene,1,-1,1
AL035417.2,processed_pseudogene,1,-1,1
DMAP1,protein_coding,1,1,15
ERI3,protein_coding,1,-1,10
ERI3-IT1,lncRNA,1,-1,1
RNU6-369P,snRNA,1,1,1
RNF220,protein_coding,1,1,18
MIR5584,miRNA,1,1,1
TMEM53,protein_coding,1,-1,9
ARMH1,protein_coding,1,1,21
RNU5F-1,snRNA,1,-1,1
RNU5D-1,snRNA,1,-1,1
KIF2C,protein_coding,1,1,8
AL592166.1,lncRNA,1,-1,2
RPS8,protein_coding,1,1,8
SNORD55,snoRNA,1,1,1
SNORD46,snoRNA,1,1,1
SNORD38A,snoRNA,1,1,1
SNORD38B,snoRNA,1,1,1
SNORD38B,snoRNA,1,1,1
RPS15AP11,processed_pseudogene,1,-1,1
BEST4,protein_coding,1,-1,1
PLK3,protein_coding,1,1,7
TCTEX1D4,protein_coding,1,-1,2
BTBD19,protein_coding,1,1,9
PTCH2,protein_coding,1,-1,3
